CODIGO	NOMBRE	DEPARTAMENTO	MATRICULA TOTAL	Inicial 1	Inicial 2	Inicial 3	Parvularia 4	Parvularia 5	Parvularia 6	Primer Grado	Segundo Grado	Tercer Grado	Cuarto Grado	Quinto Grado	Sexto Grado	SÇptimo Grado	Octavo Grado	Noveno Grado	Primer A§o	Segundo A§o	Tercer A§o	Primer Grado - A§o 1	Primer Grado - A§o 2	Segundo Grado - A§o 1	Segundo Grado - A§o 2	Tercer Grado - A§o 1	Tercer Grado - A§o 2	Cuarto Grado - A§o 1	Cuarto Grado - A§o 2	Laboral Inicial A§o 1	Laboral Inicial A§o 2	Especializaci¢n Laboral A§o 1	Especializaci¢n Laboral A§o 2	Especializaci¢n Laboral A§o 3
12207	"CENTRO ESCOLAR ""CANTON SAN FRANCISCO EL DORADO"""	CABA•AS	260				13	13	24	20	14	16	22	21	24	34	26	33																
12208	"CENTRO ESCOLAR ""CANTON  IZCATAL"""	CABA•AS	12							3	2		2	3	2																			
12209	CENTRO ESCOLAR DE SAN ISIDRO	CABA•AS	245				12	14	26	19	24	22	21	26	19	27	22	13																
12210	"CENTRO ESCOLAR ""CENTRO AMERICA"""	CABA•AS	362							25	38	31	46	44	35	45	57	41																
12211	"CENTRO ESCOLAR ""FELIX GALINDO MORENO"""	CABA•AS	122				6	9	7	7	12	9	13	10	19	12	10	8																
12212	"CENTRO ESCOLAR ""CANTON POTRERO Y TABLAS"""	CABA•AS	78				6	3	5	7	3	7	5	4	8	11	7	12																
12213	"CENTRO ESCOLAR ""CANTON POTREROS DE BATRES"""	CABA•AS	63				4	10	9	5	8	8	5	9	5																			
12216	"CENTRO ESCOLAR ""CASERIO CA•A BRAVA, CANTON SAN LORENZO"""	CABA•AS	12							2	2	1	5		2																			
12217	"INSTITUTO NACIONAL ""DE SENSUNTEPEQUE"""	CABA•AS	591																283	194	114													
12218	"CENTRO ESCOLAR ""PROFESOR JOSê ANGEL CASTILLO"""	CABA•AS	301				14	17	21	17	36	20	24	32	35	28	32	25																
12219	"ESCUELA DE EDUCACION ESPECIAL ""SE•ORA PATRICIA VASQUEZ DE AMAYA"""	CABA•AS	24						2					2	1							2	3	3	2	3	1	1	2	1	1			
12220	"CENTRO ESCOLAR ""CASERIO LA CORONA, CANTON EL AGUACATE"""	CABA•AS	4							2	1	1																						
12221	"CENTRO ESCOLAR ""CASERIO PLAN DE VIGAS, CANTON RIO GRANDE"""	CABA•AS	8									1	3	1	3																			
12224	"CENTRO ESCOLAR ""CASERIO CANDELARIA, CANTON EL AGUACATE"""	CABA•AS	4							1	1	1		1																				
12225	"CENTRO ESCOLAR ""CASERIO SAN JOSE, CANTON LLANO GRANDE"""	CABA•AS	40				4	6	5	3	3	6	1	7	5																			
12228	"CENTRO ESCOLAR ""CASERIO LA GUARUMA, CANTON EL AGUACATE"""	CABA•AS	70				2	5	8	4	4	7	4	6	6	9	6	9																
12229	"CENTRO ESCOLAR ""CASERIO LOS RANCHOS, CANTON EL AGUACATE"""	CABA•AS	43				3	8	4	4	5	6	7	3	3																			
12230	"CENTRO ESCOLAR ""CASERIO LA ESPERANZA, CANTON CHUNTE"""	CABA•AS	69				3	1	4	6	6	13	5	8	6	10	4	3																
12231	"CENTRO ESCOLAR ""CANTON LA TRINIDAD"""	CABA•AS	74				3	4	6	10	5	8	11	3	7	9	6	2																
12232	COMPLEJO EDUCATIVO CASER÷O HUISCOYOL, CANT‡N LA TRINIDAD	CABA•AS	257				7	15	14	15	14	19	20	21	26	27	18	23	25	13														
12233	"CENTRO ESCOLAR ""CASERIO EL LIMON, CANTON LA TRINIDAD"""	CABA•AS	25							6		10	2	7																				
12235	"CENTRO ESCOLAR ""CASERIO FATIMA, CANTON EL VOLCAN"""	CABA•AS	17							4	1	3	3	3	3																			
12236	"CENTRO ESCOLAR ""CASERIO PIEDRAS BLANCAS, CANTON NOMBRE DE DIOS"""	CABA•AS	103				8	7	5	9	8	7	11	11	8	8	13	8																
12237	"CENTRO ESCOLAR ""CASERIO EL TIZATE,CANTON COPINOLAPA"""	CABA•AS	53							2	4	2	2	2		13	19	9																
12238	"CENTRO ESCOLAR ""CANTON SANTA ROSA"""	CABA•AS	79				2	3	4	2	4	8	6	13	12	13	8	4																
12239	CENTRO ESCOLAR CANT‡N EL VOLCµN	CABA•AS	12							2	3	2	2	3																				
12240	"CENTRO ESCOLAR ""CASERIO EL POTRERO, CANTON LA TRINIDAD"""	CABA•AS	45				5	5	5	2	7	6	4	6	5																			
12242	"CENTRO ESCOLAR ""CASERIO LA MARA•A, CANTON SANTA ROSA"""	CABA•AS	87				4	3	4	5	10	12	9	9	7	4	14	6																
12244	"CENTRO ESCOLAR ""CASERIO EL TABLON, CANTON SAN MATIAS"""	CABA•AS	21				2	2	2	3	4	1	4	3																				
12245	"CENTRO ESCOLAR ""CANTON CUYANTEPEQUE"""	CABA•AS	72					1	4	7	8	4	11	9	10	3	8	7																
12246	"CENTRO ESCOLAR ""CASERIO PALACIOS, CANTON RIO GRANDE"""	CABA•AS	84				1	3	10	9	10	7	5	10	8	6	8	7																
12247	COMPLEJO EDUCATIVO CASER÷O EL RODEO, CANT‡N SAN MAT÷AS	CABA•AS	160				8	11	9	11	11	12	13	11	10	17	14	14	19															
12250	"CENTRO ESCOLAR ""CASERIO PIEDRA PARADA, CANTON EL AGUACATE"""	CABA•AS	102				4	7	10	5	6	13	5	4	7	25	9	7																
12251	"CENTRO ESCOLAR ""CASERIO EL IRAYOL, CANTON ROJAS"""	CABA•AS	28				3	3	6	3	1	2	5	5																				
12252	"CENTRO ESCOLAR ""CASERIO ESTANZUELAS, CANTON LAS MARIAS"""	CABA•AS	80				3	4	7	7	5	3	12	8	10	9	10	2																
12253	"CENTRO ESCOLAR ""CASERIO SANTA CRUZ, CANTON LA TRINIDAD"""	CABA•AS	57				3	6	6	5	10	5	6	8	8																			
12254	"CENTRO ESCOLAR ""CANTON SAN LORENZO"""	CABA•AS	157				6	9	11	16	14	10	15	11	12	24	12	17																
12255	"CENTRO ESCOLAR ""CANTON CUNCHIQUE"""	CABA•AS	59				6	8	10	3	3	7	5	10	7																			
12256	"CENTRO ESCOLAR ""CANTON  TRONALAGUA"""	CABA•AS	81				1	3	4	9	7	7	8	11	9	13	7	2																
12257	"CENTRO ESCOLAR ""CASERIO POZUELOS, CANTON RIO GRANDE"""	CABA•AS	19							3	2	4	3	5	2																			
12258	"CENTRO ESCOLAR ""CASERIO SANTA LUCIA, CANTON LLANO GRANDE"""	CABA•AS	30				3	3	4	4	6	1	3	3	3																			
12259	"INSTITUTO NACIONAL ""JACINTO CASTELLANOS PALOMO"""	CABA•AS	22																16	6														
12260	"CENTRO ESCOLAR ""CASERIO MARIA AUXILIADORA, CANTON CHUNTE"""	CABA•AS	31							6	4	4	5	6	6																			
12261	"CENTRO ESCOLAR ""JOSê ANTONIO LARREYNAGA"""	CABA•AS	66				3	7	6	12	2	7	7	9	13																			
12262	"CENTRO ESCOLAR ""CASERIO LOS LIMONES, CANTON LAS MARIAS"""	CABA•AS	10							1		2	2	2	3																			
12263	"CENTRO ESCOLAR ""CANTON RIO GRANDE"""	CABA•AS	54				3	7	3	4	7	7	8	7	8																			
12265	"ESCUELA DE EDUCACI‡N PARVULARIA ""JOSê MISAEL RAMOS"""	CABA•AS	290			31	83	68	108																									
12266	"COMPLEJO EDUCATIVO  ""SOTERO LA÷NEZ"""	CABA•AS	1173				35	53	48	71	79	89	97	114	124	148	140	132	21	22														
12267	"CENTRO ESCOLAR ""CANTON SAN GREGORIO"""	CABA•AS	71							3	1	3	4	7	4	12	15	22																
12268	"CENTRO ESCOLAR ""ANTONIA VELASCO"""	CABA•AS	250				11	16	19	17	16	20	26	30	28	31	21	15																
12269	"CENTRO ESCOLAR ""FERMIN VELASCO"""	CABA•AS	780							56	66	58	77	97	83	115	115	113																
12273	"CENTRO ESCOLAR ""CANTON LA CONCEPCION """	CABA•AS	61							6	1	5	4	2	4	12	15	12																
12275	"CENTRO ESCOLAR ""PROFESORA ANA ROGELIA CRUZ"""	USULUTµN	427				21	21	32	35	19	35	42	49	43	47	47	36																
12276	"INSTITUTO NACIONAL ""CRISTOBAL IGLESIAS"""	CABA•AS	148																75	73														
12277	"CENTRO ESCOLAR ""CANTON LAS LOMAS"""	CABA•AS	25				2	3	3	3	8	6																						
12278	"CENTRO ESCOLAR ""DOCTOR IRENEO CHACON"""	CABA•AS	511							31	40	33	53	48	58	85	89	74																
12279	"ESCUELA DE EDUCACION PARVULARIA ""LUIS SANTIAGO RAFUL ESPINOZA"""	CABA•AS	54				9	18	27																									
12280	"CENTRO ESCOLAR ""CASER÷O EL JUTAL, CANT‡N SAN ANTONIO"""	CABA•AS	108				7	3	8	4	9	13	6	14	13	14	7	10																
12282	INSTITUTO NACIONAL DE VICTORIA	CABA•AS	70																47	23														
12286	"CENTRO ESCOLAR ""CANTON LA BERMUDA"""	CABA•AS	63				9	13	11	3	4	4	9	7	3																			
12288	"CENTRO ESCOLAR ""CASERIO SAN JUAN, CANTON SAN PEDRO"""	CABA•AS	27							4		7	5	6	5																			
12292	"CENTRO ESCOLAR ""CASERIO LAS JICARAS, CANTON AZACUALPA"""	CABA•AS	49				3	5	10	3	7	6	5	7	3																			
12293	"CENTRO ESCOLAR ""CANTON EL ZAPOTE"""	CABA•AS	5								1	2			2																			
12294	"CENTRO ESCOLAR ""ALBERTO MENJ÷VAR RODR÷GUEZ"""	CABA•AS	441				9	11	18	30	42	36	47	48	41	46	54	59																
12295	"ESCUELA DE EDUCACION PARVULARIA ""DE VICTORIA"""	CABA•AS	58				19	13	26																									
12298	"CENTRO ESCOLAR ""CANTON ROJITAS"""	CABA•AS	16							1	1		4	4	6																			
12302	"CENTRO ESCOLAR ""CASERIO ARGAIN, CANTON CA•AFISTULA"""	CABA•AS	25							1	3	4	6	3	8																			
12303	"CENTRO ESCOLAR ""CASERIO EL IZCANALITO, CANTON SAN CARLOS"""	CABA•AS	14							3	2	3	1	2	3																			
12304	"ESCUELA DE EDUCACI‡N PARVULARIA ""DE DOLORES"""	CABA•AS	44				2	16	26																									
12305	"INSTITUTO NACIONAL ""DOCTOR SALVADOR ANTONIO NAVARRETE AZURDIA"""	CABA•AS	76																44	32														
12306	"CENTRO ESCOLAR ""LAURA URQUILLA VIUDA DE AZURDIA"""	CABA•AS	612				6	15	38	64	61	61	76	56	52	78	60	45																
12310	"CENTRO ESCOLAR ""CASERIO EL CARRIZO"""	SAN VICENTE	16				3		1	2			3	1	6																			
12311	"CENTRO ESCOLAR ""CASERIO EL PANAME•O, CANTON SAN NICOLAS"""	SAN VICENTE	50				7	10	5	3	2	11	8	4																				
12312	"CENTRO ESCOLAR ""CANTON SAN JUAN DE MERINOS"""	SAN VICENTE	86				2	8	4	10	6	6	12	13	6	3	9	7																
12314	"CENTRO ESCOLAR ""TRINIDAD GALVEZ"""	SAN VICENTE	65				4	9	7	4	8	7	13	8	5																			
12316	INSTITUTO NACIONAL DE APASTEPEQUE	SAN VICENTE	342																146	139	57													
12317	"CENTRO ESCOLAR ""CANTON SAN NICOLAS"""	SAN VICENTE	14				1	1		2	1	3	1	2	3																			
12318	"CENTRO ESCOLAR ""CASERIO SAN FELIPITO, CANTON SAN NICOLAS"	SAN VICENTE	199				6	15	8	20	16	12	9	8	12	29	34	30																
12319	"CENTRO ESCOLAR ""CANTON CALDERAS"""	SAN VICENTE	125				8	11	6	9	8	8	11	17	11	10	17	9																
12320	CENTRO ESCOLAR CANTON SAN NICOLAS TRAS EL CERRO	SAN VICENTE	250				16	18	17	20	13	28	19	21	33	24	19	22																
12321	"COMPLEJO EDUCATIVO ""CANT‡N SAN FELIPE"""	SAN VICENTE	457				17	29	26	40	38	31	33	45	36	51	35	24	31	21														
12323	"CENTRO ESCOLAR ""CANTON EL GUAYABO"""	SAN VICENTE	73				10	3	10	8	8	3	12	8	11																			
12324	"CENTRO ESCOLAR ""AGUSTIN SANCHEZ"""	SAN VICENTE	446							41	49	44	52	31	49	57	73	50																
12325	"ESCUELA DE EDUCACI‡N PARVULARIA ""MARTA CARBONEL DE QUITE•O"""	SAN VICENTE	180			18	59	53	50																									
12326	"ESCUELA DE EDUCACION PARVULARIA ""PROFESORA BUENAVENTURA CORNEJO DE MATAL"""	SAN VICENTE	94				30	35	29																									
12327	"CENTRO ESCOLAR ""CANTON SAN EMIGDIO"""	SAN VICENTE	129				7	8	9	3	13	13	12	12	11	18	14	9																
12328	"CENTRO ESCOLAR ""CANTON SAN FRANCISCO AGUA AGRIA"""	SAN VICENTE	99				5	12	6	4	5	9	5	6	11	17	9	10																
12329	"INSTITUTO NACIONAL ""PROFESOR SANTIAGO ECHEGOYEN"""	SAN VICENTE	161																46	65	50													
12330	"CENTRO ESCOLAR ""SALVADOR HIDALGO CORNEJO"""	SAN VICENTE	475							41	37	46	54	46	61	63	70	57																
12331	"COMPLEJO EDUCATIVO ""DOCTOR JUSTO AGUILAR"""	SAN VICENTE	219				4	15	11	12	14	17	12	16	18	29	27	21	10	13														
12332	"CENTRO ESCOLAR ""DOCTOR FRANCISCO E. GALINDO"""	SAN VICENTE	56				6	5	3	8	10	7	10	3	4																			
12333	"CENTRO ESCOLAR ""ELBA MIRANDA DE MENA"""	SAN VICENTE	133				8	5	11	12	16	13	14	19	10	11	7	7																
12334	"CENTRO ESCOLAR ""CANTON CANDELARIA"""	SAN VICENTE	50				6	5	3	9	7	4	9	3	4																			
12335	"CENTRO ESCOLAR ""SAN JUAN BOSCO"""	SAN VICENTE	121				5	6	9	9	9	11	6	7	10	14	19	16																
12337	"ESCUELA DE EDUCACION PARVULARIA ""DE SANTA CLARA"""	SAN VICENTE	45				16	9	20																									
12338	"CENTRO ESCOLAR ""CASERIO EL TABLON, CANTON SAN JUAN DE MERINOS"""	SAN VICENTE	35				2	1	6	2	1	1	4	5	3	1	7	2																
12339	"CENTRO ESCOLAR ""CASERIO EL NACASPILO, CANTON SANTA ROSA"""	SAN VICENTE	77				3	5	7	2	5	5	7	5	8	7	13	10																
12340	COMPLEJO EDUCATIVO DE  SANTA CLARA	SAN VICENTE	331				4	8	3	27	19	25	28	23	31	40	28	24	46	20	5													
12343	"ESCUELA DE EDUCACION PARVULARIA ""DE SANTO DOMINGO"""	SAN VICENTE	82				25	24	33																									
12344	"CENTRO ESCOLAR ""CANTON EL REFUGIO"""	SAN VICENTE	14					1		3	2	2	2	1	3																			
12346	"INSTITUTO NACIONAL ""DE SANTO DOMINGO"""	SAN VICENTE	76																35	33	8													
12347	"CENTRO ESCOLAR ""DOCTOR ESTEBAN CASTRO"""	SAN VICENTE	278							29	25	22	35	41	31	34	26	35																
12348	"CENTRO ESCOLAR ""CANTON IXCANALES"""	SAN VICENTE	261				8	17	18	22	28	28	24	16	28	29	20	23																
12349	"CENTRO ESCOLAR ""CANTON LOS TALPETATES"""	SAN VICENTE	81				10	5	6	12	8	12	11	9	8																			
12351	"INSTITUTO NACIONAL ""DOCTOR PEDRO MIGUEL RIVERA DAMAS"""	SAN VICENTE	137																70	53	14													
12353	"ESCUELA DE EDUCACION PARVULARIA ""SOR ANGELA PANAME•O"""	SAN VICENTE	102				28	35	39																									
12355	"CENTRO ESCOLAR ""DOCTOR ADRIAN GARCIA"""	SAN VICENTE	265							26	34	33	26	33	27	33	25	28																
12359	"CENTRO ESCOLAR ""CASERIO EL QUEBRACHO, CANTON SAN LORENZO"""	SAN VICENTE	36				2	3	5	4	4	7	4	3	4																			
12360	"CENTRO ESCOLAR ""CASERIO PLAN DE VENADOS, CANTON SAN LORENZO"""	SAN VICENTE	20					4	4	2	2	3	2	2	1																			
12361	"INSTITUTO NACIONAL ""DE SAN ILDEFONSO"""	SAN VICENTE	135																57	59	19													
12363	"CENTRO ESCOLAR ""CANTON CANDELARIA LEMPA"""	SAN VICENTE	57				3	7	4	6	8	13	4	7	5																			
12364	CENTRO ESCOLAR CASER÷O LAS LAJAS, CANT‡N LAJAS Y CANOAS	SAN VICENTE	67				9	6	6	6	12	4	12	9	3																			
12367	"CENTRO ESCOLAR ""PREZA DE SAN LORENZO, CANTON SAN LORENZO"""	SAN VICENTE	153				2	8	8	15	4	12	13	18	14	18	18	23																
12368	"CENTRO ESCOLAR ""CANTON EL CUMISTE"""	SAN VICENTE	32				3	4	2	5	2	2	8	4	2																			
12370	"CENTRO ESCOLAR ""CASERIO EL JICARO, CANTON LAJAS Y CANOAS"""	SAN VICENTE	19				4		1	1	4	2	3	1	3																			
12371	"CENTRO ESCOLAR ""MARIA LUISA VIUDA DE MARIN"""	SAN VICENTE	456				22	21	31	29	34	33	32	40	42	60	61	51																
12372	"CENTRO ESCOLAR ""CANTON EL LIMON"""	SAN VICENTE	37				6	3	3	2	2	6	1	7	7																			
12374	"CENTRO ESCOLAR ""PROFESORA MAR÷A GRACIELA BONILLA DE BONILLA"""	SAN VICENTE	70				4	6	2	8	5	4	3	4	7	14	8	5																
12378	"CENTRO ESCOLAR ""DOMINGO SANTOS"""	SAN VICENTE	283				16	21	27	28	26	20	17	24	22	29	24	29																
12379	"COMPLEJO EDUCATIVO ""CANT‡N LAS  µNIMAS"""	SAN VICENTE	261				9	14	16	13	15	23	20	23	19	28	17	24	22	18														
12380	"CENTRO ESCOLAR ""CASERIO LOS MEJIAS, CANTON SAN FRANCISCO"""	SAN VICENTE	86				4	7	6	9	6	5	3	6	9	8	15	8																
12381	INSTITUTO NACIONAL DE SAN SEBASTIAN	SAN VICENTE	191																77	63	51													
12385	"CENTRO ESCOLAR ""CANTON LOS LAURELES"""	SAN VICENTE	37				7	3	1	5	2	1	7	5	6																			
12387	"CENTRO ESCOLAR ""CANTON LAS ROSAS"""	SAN VICENTE	81				6	10	4	3	1	5	4	7	5	14	14	8																
12388	"CENTRO ESCOLAR ""CANTON EL PORVENIR AGUACAYO"""	SAN VICENTE	152				6	15	16	16	9	13	14	12	13	18	10	10																
12389	"CENTRO ESCOLAR ""CANTON EL PARAISO"""	SAN VICENTE	77				9	8	8	14	10	4	13	4	7																			
12390	"CENTRO ESCOLAR ""SAN SEBASTIAN"""	SAN VICENTE	226							20	22	20	26	17	20	33	32	36																
12391	"ESCUELA DE EDUCACI‡N PARVULARIA ""DE SAN SEBASTIµN"""	SAN VICENTE	126			16	37	37	36																									
12392	"COMPLEJO EDUCATIVO ""CANTON LA LABOR"""	SAN VICENTE	242				5	8	9	8	14	11	10	17	22	29	32	22	17	21	17													
12393	"CENTRO ESCOLAR ""CANTON SANTA TERESA"""	SAN VICENTE	97				5	7	10	4	9	8	5	8	9	4	14	14																
12395	"COMPLEJO EDUCATIVO ""FEDERICO GONZµLEZ"""	SAN VICENTE	510				25	21	33	38	35	39	45	35	42	36	46	34	42	27	12													
12398	"CENTRO ESCOLAR ""CASERIO SAN FRANCISCO, CANTON CHANMOCO"""	SAN VICENTE	34				3	6	2	5		4	6	4	4																			
12399	"INSTITUTO NACIONAL ""DOCTOR SARBELIO NAVARRETE"""	SAN VICENTE	1344																602	464	278													
12401	"CENTRO ESCOLAR ""DOCTOR SARBELIO NAVARRETE"""	SAN VICENTE	115				5	6	11	6	8	8	16	16	16	11	8	4																
12402	"CENTRO ESCOLAR ""HACIENDA LA PRIMAVERA"""	SAN VICENTE	5									2	1		2																			
12403	"CENTRO ESCOLAR ""CASERIO VALLE NUEVO, CANTON CHANMOCO"""	SAN VICENTE	81				4	9	6	11	8	8	10	17	8																			
12404	"CENTRO ESCOLAR ""CASERIO LOS JOBOS, CANTON EL REBELDE"""	SAN VICENTE	42				2	1	5	2	3	7	9	5	8																			
12405	"ESCUELA DE EDUCACION ESPECIAL ""DE SAN VICENTE"""	SAN VICENTE	53						3					2	4							2	2	4	5	7	5	2	5	2	2	3	3	2
12406	"CENTRO ESCOLAR ""CASERIO SAN  FRANCISCO MIRA LEMPA, CANTON EL REBELDE"""	SAN VICENTE	55				5	6	9	5	3	7	8	2	10																			
12407	"CENTRO ESCOLAR ""CASERIO EL PEDREGAL, CANTON CHANMOCO"""	SAN VICENTE	163				12	7	11	10	12	13	17	15	18	17	17	14																
12408	"COMPLEJO EDUCATIVO ""CASERIO LA GALERA, CANTON CHANMOCO"""	SAN VICENTE	365				8	17	25	22	33	29	35	36	25	32	29	27	24	23														
12409	"CENTRO ESCOLAR ""CASERIO EL JUNQUILLAL,, CANTON CHANMOCO"""	SAN VICENTE	47				5	6	5	5	7	7	5	4	3																			
12413	"ESCUELA DE EDUCACION PARVULARIA ""COLONIA LA CARIDAD"""	SAN VICENTE	65				15	20	30																									
12414	"CENTRO ESCOLAR ""HACIENDA SAN JUAN BUENAVISTA, CANTON EL REBELDE"""	SAN VICENTE	176				10	7	14	17	23	17	11	18	14	16	16	13																
12415	"CENTRO ESCOLAR ""CANTON EL REBELDE"""	SAN VICENTE	121				5	10	16	12	5	7	10	11	17	7	13	8																
12416	"CENTRO ESCOLAR ""CONCEPCION DE MARIA"""	SAN VICENTE	225				9	10	10	13	23	22	25	14	17	26	26	30																
12417	"CENTRO ESCOLAR ""CANTON DOS QUEBRADAS"""	SAN VICENTE	32							5	6	5	5	8	3																			
12419	"CENTRO ESCOLAR ""CANT‡N SAN DIEGO"""	SAN VICENTE	218				8	11	15	15	15	16	25	19	16	25	27	26																
12421	"CENTRO ESCOLAR ""CASERIO RIO FRIO, CANTON PARRAS LEMPA"""	SAN VICENTE	155				4	9	12	11	11	11	9	16	12	16	25	19																
12423	"CENTRO ESCOLAR ""DOCTOR JACINTO CASTELLANOS"""	SAN VICENTE	366				13	15	17	26	22	18	36	35	40	50	45	49																
12424	"CENTRO ESCOLAR ""DOCTOR JOSE ROSA PACAS"""	SAN VICENTE	90				6	6	7	4	4	8	16	4	10	10	12	3																
12425	"COMPLEJO EDUCATIVO ""MARCELINO GARCIA FLAMENCO"""	SAN VICENTE	351				10	14	18	30	39	25	34	32	30	52	40	27																
12426	"ESCUELA DE EDUCACI‡N PARVULARIA ""MAR÷A ISABEL MIRANDA"""	SAN VICENTE	453			60	116	129	148																									
12427	"CENTRO ESCOLAR ""CANT‡N SAN ANTONIO CAMINOS"""	SAN VICENTE	407				15	31	33	40	36	36	29	31	43	35	47	31																
12428	"CENTRO ESCOLAR ""DOCTOR DARIO GONZALEZ"""	SAN VICENTE	681				26	24	30	44	44	68	64	67	65	84	87	78																
12429	"COMPLEJO EDUCATIVO  ""DOCTOR VICTORIANO RODR÷GUEZ"""	SAN VICENTE	887				14	22	17	79	77	73	83	86	93	115	90	89	23	26														
12430	"CENTRO ESCOLAR ""ANTONIA GALINDO"""	SAN VICENTE	210				10	7	11	19	20	27	17	15	20	17	23	24																
12432	"INSTITUTO NACIONAL "" DE TECOLUCA"""	SAN VICENTE	134																49	44	41													
12435	"CENTRO ESCOLAR ""CANTON EL CARAO"""	SAN VICENTE	22				2		1	7	3		4	4	1																			
12438	"ESCUELA DE EDUCACION PARVULARIA ""DE TECOLUCA"""	SAN VICENTE	49				12	19	18																									
12440	"CENTRO ESCOLAR ""CASERIO LA CRUZADILLA, CANTON VAQUERANO"""	SAN VICENTE	385				11	27	27	33	30	38	31	43	42	40	26	37																
12441	"CENTRO ESCOLAR ""CASERIO TEHUACAN , CANT‡N EL ARCO"""	SAN VICENTE	152				5	8	11	12	13	14	16	15	26	7	14	11																
12443	"CENTRO ESCOLAR ""CANTON SANTA BARBARA"""	SAN VICENTE	88				1	6	4	7	8	3	12	8	12	17	6	4																
12444	"CENTRO ESCOLAR ""CANTON SAN JOSE LLANO GRANDE"""	SAN VICENTE	66				1	7	8	3	13	8	8	12	6																			
12445	"CENTRO ESCOLAR ""HACIENDA LAS PAMPAS,CANTON EL CARAO"""	SAN VICENTE	115				5	6	8	9	6	8	14	19	11	7	8	14																
12446	"CENTRO ESCOLAR ""CASERIO EL PLAYON, CANTON SAN RAMON GRIFAL"""	SAN VICENTE	449				17	34	42	43	42	47	44	51	36	34	31	28																
12447	"COMPLEJO EDUCATIVO  ""ROMILIA BLANCO  VIUDA DE BRIOSO"""	SAN VICENTE	572				9	13	18	32	37	25	40	36	29	66	54	69	68	65	11													
12448	"CENTRO ESCOLAR ""CANTON SAN RAMON GRIFAL"""	SAN VICENTE	92				5	10	6	15	16	8	8	13	11																			
12451	COMPLEJO EDUCATIVO CANT‡N SAN NICOLAS LEMPA	SAN VICENTE	318				12	20	23	22	27	18	36	27	26	42	22	19	13	11														
12452	"CENTRO ESCOLAR ""CANTON EL PUENTE"""	SAN VICENTE	29				2	4	6	3	3	6	1	2	2																			
12453	"CENTRO ESCOLAR ""CORONEL LUIS RAÈL ANGULO"""	SAN VICENTE	53				4	5	11	6	4	10	4	5	4																			
12454	"CENTRO ESCOLAR ""CANTON SAN CARLOS LEMPA"""	SAN VICENTE	230				7	6	14	14	23	15	18	22	23	29	31	28																
12455	"COMPLEJO EDUCATIVO ""RAFAELA SUAREZ"""	SAN VICENTE	590				13	20	16	37	45	32	47	47	47	83	67	60	48	28														
12457	"CENTRO ESCOLAR ""CANT‡N LA ESPERANZA"""	SAN VICENTE	151				8	7	9	10	16	14	17	14	18	19	13	6																
12459	"COMPLEJO EDUCATIVO ""PEDRO PABLO CASTILLO"""	SAN VICENTE	247				7	5	10	22	19	14	22	22	15	30	29	22	17	10	3													
12460	CENTRO ESCOLAR CANT‡N  LA VIRGEN	SAN VICENTE	30				2	1	4	2	3	5	1	7	5																			
12461	"CENTRO ESCOLAR ""CANTON CONCEPCION DE CA•AS"""	SAN VICENTE	66				5	6	6	7	5	10	8	6	13																			
12462	"ESCUELA DE EDUCACION PARVULARIA ""DE TEPETITAN"""	SAN VICENTE	29				9	9	11																									
12463	"ESCUELA DE EDUCACION PARVULARIA ""DE VERAPAZ"""	SAN VICENTE	69				24	23	22																									
12464	"CENTRO ESCOLAR ""HACIENDA NUEVO ORIENTE"""	SAN VICENTE	29							4	6	2	7	7	3																			
12465	"INSTITUTO NACIONAL ""SAN JOSê VERAPAZ"""	SAN VICENTE	281																124	111	46													
12467	"CENTRO ESCOLAR ""CANTON EL CARMEN"""	SAN VICENTE	67				3	7	10	4	10	7	6	10	10																			
12468	"CENTRO ESCOLAR ""CORONEL NAPOLEON ALVARADO"""	SAN VICENTE	129				5	6	7	12	8	11	13	9	21	8	11	18																
12470	"CENTRO ESCOLAR ""CANTON  SAN JUAN BUENAVISTA"""	SAN VICENTE	65				7	7	1	7	3	13	12	11	4																			
12471	"CENTRO ESCOLAR ""PRESBITERO NORBERTO MARROQUIN"""	SAN VICENTE	287							21	25	22	39	31	36	32	34	47																
12472	"CENTRO ESCOLAR ""CANTON  MOLINEROS"""	SAN VICENTE	104				3	2	6	8	6	11	7	15	8	9	17	12																
12474	"CENTRO ESCOLAR ""PRESBITERO FRANCISCO PALACIOS"""	SAN VICENTE	141				2	4	9	7	6	10	10	14	8	28	28	15																
12475	"INSTITUTO NACIONAL ""DE ALEGRIA"""	USULUTµN	117																42	33	42													
12477	"CENTRO ESCOLAR ""CANTON LA PE•A"""	USULUTµN	290				15	21	22	25	22	33	27	33	30	27	19	16																
12478	"CENTRO ESCOLAR ""CANTON LAS CASITAS"""	USULUTµN	132				5	7	4	9	11	15	14	12	13	14	14	14																
12481	"CENTRO ESCOLAR ""CANTON YOMO"""	USULUTµN	278				12	18	24	23	13	23	37	35	28	25	19	21																
12482	"CENTRO ESCOLAR ""CANTON GUALLINAC"""	USULUTµN	53				5	7	3	6	7	6	6	4	9																			
12484	"COMPLEJO EDUCATIVO  ""RANDY LOWSKY KING"""	USULUTµN	186				7	6	10	2	9	3	17	5	15	15	17	13	29	20	18													
12485	"CENTRO ESCOLAR ""ALBERTO MASFERRER"""	USULUTµN	450				15	23	26	24	36	32	43	59	33	45	68	46																
